	Code	Occupation_x	Job Family	Career Cluster	Career Pathway	Occupation_y	fullCode	SCode	word_tokens	Title	summary	sampleTitles	summary_tokens	sampleT_tokens
803	43-2011	Switchboard Operators, Including Answering Service	Office and Administrative Support	Business Management & Administration	Administrative Support	Switchboard Operators, Including Answering Service	43-2011.00	.00	['Switchboard', 'Operators', 'Including', 'Answering', 'Service']	Switchboard Operators, Including Answering Service	Operate telephone business systems equipment or switchboards to relay incoming, outgoing, and interoffice calls. May supply information to callers and record messages.	CBX Operator; Communication Specialist; Information Specialist; Operator; PBX Operator (Private Branch Exchange Operator); Switchboard Operator; Switchboard Operator, Receptionist; Telecommunications Clerk; Telecommunications Operator; Telephone Operator	['Operate', 'telephone', 'business', 'systems', 'equipment', 'or', 'switchboards', 'to', 'relay', 'incoming', 'outgoing', 'and', 'interoffice', 'calls', 'May', 'supply', 'information', 'to', 'callers', 'and', 'record', 'messages']	['CBX', 'Operator', 'Communication', 'Specialist', 'Information', 'Specialist', 'Operator', 'PBX', 'Operator', 'Private', 'Branch', 'Exchange', 'Operator', 'Switchboard', 'Operator', 'Switchboard', 'Operator', 'Receptionist', 'Telecommunications', 'Clerk', 'Telecommunications', 'Operator', 'Telephone', 'Operator']
804	43-2021	Telephone Operators	Office and Administrative Support	Business Management & Administration	Administrative Support	Telephone Operators	43-2021.00	.00	['Telephone', 'Operators']	Telephone Operators	Provide information by accessing alphabetical, geographical, or other directories. Assist customers with special billing requests, such as charges to a third party and credits or refunds for incorrectly dialed numbers or bad connections. May handle emergency calls and assist children or people with physical disabilities to make telephone calls.	411 Directory Assistance Operator, Customer Service Assistant, Directory Assistance Operator, Information Specialist, Live Source Operator, Long Distance Operator (LD Operator), Operator, Telecommunications Operator, Telephone Operator, Toll Operator	['Provide', 'information', 'by', 'accessing', 'alphabetical', 'geographical', 'or', 'other', 'directories', 'Assist', 'customers', 'with', 'special', 'billing', 'requests', 'such', 'as', 'charges', 'to', 'a', 'third', 'party', 'and', 'credits', 'or', 'refunds', 'for', 'incorrectly', 'dialed', 'numbers', 'or', 'bad', 'connections', 'May', 'handle', 'emergency', 'calls', 'and', 'assist', 'children', 'or', 'people', 'with', 'physical', 'disabilities', 'to', 'make', 'telephone', 'calls']	['411', 'Directory', 'Assistance', 'Operator', 'Customer', 'Service', 'Assistant', 'Directory', 'Assistance', 'Operator', 'Information', 'Specialist', 'Live', 'Source', 'Operator', 'Long', 'Distance', 'Operator', 'LD', 'Operator', 'Operator', 'Telecommunications', 'Operator', 'Telephone', 'Operator', 'Toll', 'Operator']
805	43-3071	Tellers  	Office and Administrative Support	Finance	Banking Services	Tellers	43-3071.00	.00	['Tellers']	Tellers	Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.	Account Representative, Bank Teller, Customer Relationship Specialist, Customer Service Associate (CSA), Customer Service Representative (CSR), Member Services Representative, Personal Banking Representative, Roving Teller, Teller, Teller Coordinator	"['Receive', 'and', 'pay', 'out', 'money', 'Keep', 'records', 'of', 'money', 'and', 'negotiable', 'instruments', 'involved', 'in', 'a', 'financial', ""institution's"", 'various', 'transactions']"	['Account', 'Representative', 'Bank', 'Teller', 'Customer', 'Relationship', 'Specialist', 'Customer', 'Service', 'Associate', 'CSA', 'Customer', 'Service', 'Representative', 'CSR', 'Member', 'Services', 'Representative', 'Personal', 'Banking', 'Representative', 'Roving', 'Teller', 'Teller', 'Teller', 'Coordinator']
806	43-5111	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	Office and Administrative Support	Manufacturing	Quality Assurance	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	43-5111.00	.00	['Weighers', 'Measurers', 'Checkers', 'and', 'Samplers', 'Recordkeeping']	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	Weigh, measure, and check materials, supplies, and equipment for the purpose of keeping relevant records. Duties are primarily clerical by nature. Includes workers who collect and keep record of samples of products or materials.	Cycle Counter, Inventory Specialist, Lab Technician, Material Control Manager, Quality Assurance Lab Technician, Quality Control Lab Technician, Quality Control Operator, Quality Control Technician, Scale Operator, Supply Clerk	['Weigh', 'measure', 'and', 'check', 'materials', 'supplies', 'and', 'equipment', 'for', 'the', 'purpose', 'of', 'keeping', 'relevant', 'records', 'Duties', 'are', 'primarily', 'clerical', 'by', 'nature', 'Includes', 'workers', 'who', 'collect', 'and', 'keep', 'record', 'of', 'samples', 'of', 'products', 'or', 'materials']	['Cycle', 'Counter', 'Inventory', 'Specialist', 'Lab', 'Technician', 'Material', 'Control', 'Manager', 'Quality', 'Assurance', 'Lab', 'Technician', 'Quality', 'Control', 'Lab', 'Technician', 'Quality', 'Control', 'Operator', 'Quality', 'Control', 'Technician', 'Scale', 'Operator', 'Supply', 'Clerk']
807	43-9022	Word Processors and Typists	Office and Administrative Support	Business Management & Administration	Administrative Support	Word Processors and Typists	43-9022.00	.00	['Word', 'Processors', 'and', 'Typists']	Word Processors and Typists	Use word processor, computer or typewriter to type letters, reports, forms, or other material from rough draft, corrected copy, or voice recording. May perform other clerical duties as assigned.	Administrative Assistant, Clerk Typist, Customer Service Representative, Office Manager, Program Assistant, Project Assistant, Receptionist, Secretary, Typist, Word Processor	['Use', 'word', 'processor', 'computer', 'or', 'typewriter', 'to', 'type', 'letters', 'reports', 'forms', 'or', 'other', 'material', 'from', 'rough', 'draft', 'corrected', 'copy', 'or', 'voice', 'recording', 'May', 'perform', 'other', 'clerical', 'duties', 'as', 'assigned']	['Administrative', 'Assistant', 'Clerk', 'Typist', 'Customer', 'Service', 'Representative', 'Office', 'Manager', 'Program', 'Assistant', 'Project', 'Assistant', 'Receptionist', 'Secretary', 'Typist', 'Word', 'Processor']
808	39-3091	Amusement and Recreation Attendants  	Personal Care and Service	Hospitality & Tourism	Recreation, Amusements & Attractions	Amusement and Recreation Attendants	39-3091.00	.00	['Amusement', 'and', 'Recreation', 'Attendants']	Amusement and Recreation Attendants	Perform variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides.	Activities Attendant, Golf Starter and Ranger, Recreation Aide, Recreation Attendant, Recreation Clerk, Recreation Leader, Ride Operator, Service Representative, Ski Lift Operator, Sports Complex Attendant	['Perform', 'variety', 'of', 'attending', 'duties', 'at', 'amusement', 'or', 'recreation', 'facility', 'May', 'schedule', 'use', 'of', 'recreation', 'facilities', 'maintain', 'and', 'provide', 'equipment', 'to', 'participants', 'of', 'sporting', 'events', 'or', 'recreational', 'pursuits', 'or', 'operate', 'amusement', 'concessions', 'and', 'rides']	['Activities', 'Attendant', 'Golf', 'Starter', 'and', 'Ranger', 'Recreation', 'Aide', 'Recreation', 'Attendant', 'Recreation', 'Clerk', 'Recreation', 'Leader', 'Ride', 'Operator', 'Service', 'Representative', 'Ski', 'Lift', 'Operator', 'Sports', 'Complex', 'Attendant']
809	39-2011	Animal Trainers	Personal Care and Service	Hospitality & Tourism	Recreation, Amusements & Attractions	Animal Trainers	39-2011.00	.00	['Animal', 'Trainers']	Animal Trainers	Train animals for riding, harness, security, performance, or obedience, or assisting persons with disabilities. Accustom animals to human voice and contact; and condition animals to respond to commands. Train animals according to prescribed standards for show or competition. May train animals to carry pack loads or work as part of pack team.	Agility Instructor, Dog Obedience Instructor, Dog Trainer, Guide Dog Instructor, Guide Dog Mobility Instructor (GDMI), Guide Dog Trainer, Horse Trainer, Racehorse Trainer, Service Dog Trainer, Trainer	['Train', 'animals', 'for', 'riding', 'harness', 'security', 'performance', 'or', 'obedience', 'or', 'assisting', 'persons', 'with', 'disabilities', 'Accustom', 'animals', 'to', 'human', 'voice', 'and', 'contact', 'and', 'condition', 'animals', 'to', 'respond', 'to', 'commands', 'Train', 'animals', 'according', 'to', 'prescribed', 'standards', 'for', 'show', 'or', 'competition', 'May', 'train', 'animals', 'to', 'carry', 'pack', 'loads', 'or', 'work', 'as', 'part', 'of', 'pack', 'team']	['Agility', 'Instructor', 'Dog', 'Obedience', 'Instructor', 'Dog', 'Trainer', 'Guide', 'Dog', 'Instructor', 'Guide', 'Dog', 'Mobility', 'Instructor', 'GDMI', 'Guide', 'Dog', 'Trainer', 'Horse', 'Trainer', 'Racehorse', 'Trainer', 'Service', 'Dog', 'Trainer', 'Trainer']
810	39-6011	Baggage Porters and Bellhops	Personal Care and Service	Hospitality & Tourism	Lodging	Baggage Porters and Bellhops	39-6011.00	.00	['Baggage', 'Porters', 'and', 'Bellhops']	Baggage Porters and Bellhops	Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments.	Bell Captain, Bell Person, Bellhop, Bellman, Bellperson, Doorman, Ground Support Agent, Sky Cap, Skycap, Valet	['Handle', 'baggage', 'for', 'travelers', 'at', 'transportation', 'terminals', 'or', 'for', 'guests', 'at', 'hotels', 'or', 'similar', 'establishments']	['Bell', 'Captain', 'Bell', 'Person', 'Bellhop', 'Bellman', 'Bellperson', 'Doorman', 'Ground', 'Support', 'Agent', 'Sky', 'Cap', 'Skycap', 'Valet']
811	39-5011	Barbers	Personal Care and Service	Human Services	Personal Care Services	Barbers	39-5011.00	.00	['Barbers']	Barbers	Provide barbering services, such as cutting, trimming, shampooing, and styling hair, trimming beards, or giving shaves.	Barber, Barber Shop Operator, Master Barber, Stylist	['Provide', 'barbering', 'services', 'such', 'as', 'cutting', 'trimming', 'shampooing', 'and', 'styling', 'hair', 'trimming', 'beards', 'or', 'giving', 'shaves']	['Barber', 'Barber', 'Shop', 'Operator', 'Master', 'Barber', 'Stylist']
812	39-9011	Childcare Workers  	Personal Care and Service	Human Services	Early Childhood Development & Services	Childcare Workers	39-9011.00	.00	['Childcare', 'Workers']	Childcare Workers	Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play.	Before and After School Daycare Worker, Child Care Provider, Child Care Teacher, Child Care Worker, Child Caregiver, Childcare Worker, Infant and Toddler Teacher, Infant Teacher, Teacher Assistant, Toddler Teacher	['Attend', 'to', 'children', 'at', 'schools', 'businesses', 'private', 'households', 'and', 'childcare', 'institutions', 'Perform', 'a', 'variety', 'of', 'tasks', 'such', 'as', 'dressing', 'feeding', 'bathing', 'and', 'overseeing', 'play']	['Before', 'and', 'After', 'School', 'Daycare', 'Worker', 'Child', 'Care', 'Provider', 'Child', 'Care', 'Teacher', 'Child', 'Care', 'Worker', 'Child', 'Caregiver', 'Childcare', 'Worker', 'Infant', 'and', 'Toddler', 'Teacher', 'Infant', 'Teacher', 'Teacher', 'Assistant', 'Toddler', 'Teacher']
813	39-9011	Nannies  	Personal Care and Service	Human Services	Early Childhood Development & Services	Nannies	39-9011.01	.01	['Nannies']	Childcare Workers	Care for children in private households and provide support and expertise to parents in satisfying children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation.	Nanny, Nanny/Household Manager	"['Care', 'for', 'children', 'in', 'private', 'households', 'and', 'provide', 'support', 'and', 'expertise', 'to', 'parents', 'in', 'satisfying', ""children's"", 'physical', 'emotional', 'intellectual', 'and', 'social', 'needs', 'Duties', 'may', 'include', 'meal', 'planning', 'and', 'preparation', 'laundry', 'and', 'clothing', 'care', 'organization', 'of', 'play', 'activities', 'and', 'outings', 'discipline', 'intellectual', 'stimulation', 'language', 'activities', 'and', 'transportation']"	['Nanny', 'Nanny', 'Household', 'Manager']
814	39-6012	Concierges	Personal Care and Service	Hospitality & Tourism	Lodging	Concierges	39-6012.00	.00	['Concierges']	Concierges	Assist patrons at hotel, apartment, or office building with personal services. May take messages, arrange or give advice on transportation, business services or entertainment, or monitor guest requests for housekeeping and maintenance.	Activities Concierge, Chef Concierge, Chief Concierge, Club Concierge, Concierge, Conference Concierge, Guest Service Agent, Guest Service Supervisor, Hotel Concierge, Lobby Concierge	['Assist', 'patrons', 'at', 'hotel', 'apartment', 'or', 'office', 'building', 'with', 'personal', 'services', 'May', 'take', 'messages', 'arrange', 'or', 'give', 'advice', 'on', 'transportation', 'business', 'services', 'or', 'entertainment', 'or', 'monitor', 'guest', 'requests', 'for', 'housekeeping', 'and', 'maintenance']	['Activities', 'Concierge', 'Chef', 'Concierge', 'Chief', 'Concierge', 'Club', 'Concierge', 'Concierge', 'Conference', 'Concierge', 'Guest', 'Service', 'Agent', 'Guest', 'Service', 'Supervisor', 'Hotel', 'Concierge', 'Lobby', 'Concierge']
815	39-3092	Costume Attendants	Personal Care and Service	Arts, Audio/Video Technology & Communications	Performing Arts	Costume Attendants	39-3092.00	.00	['Costume', 'Attendants']	Costume Attendants	Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances.	Costume Draper, Costume Seamstress, Costume Shop Manager, Costumer, Draper, Dresser, Wardrobe Assistant, Wardrobe Attendant, Wardrobe Manager, Wardrobe Supervisor	['Select', 'fit', 'and', 'take', 'care', 'of', 'costumes', 'for', 'cast', 'members', 'and', 'aid', 'entertainers', 'May', 'assist', 'with', 'multiple', 'costume', 'changes', 'during', 'performances']	['Costume', 'Draper', 'Costume', 'Seamstress', 'Costume', 'Shop', 'Manager', 'Costumer', 'Draper', 'Dresser', 'Wardrobe', 'Assistant', 'Wardrobe', 'Attendant', 'Wardrobe', 'Manager', 'Wardrobe', 'Supervisor']
